s1,s2,s3,s4,s5,marks obtained,marks_obtained,total
74,73,72,75,74,368,368,500
74,78,73,78,77,380,380,500
72,76,70,77,78,373,373,500
70,72,78,70,74,364,364,500
78,75,73,73,73,372,372,500
78,73,76,76,76,379,379,500
75,71,74,72,78,370,370,500
78,72,74,70,70,364,364,500
73,73,70,78,73,367,367,500
72,75,73,73,73,366,366,500
71,73,70,72,72,358,358,500
78,75,71,70,70,364,364,500
76,72,71,77,77,373,373,500
73,71,70,76,77,367,367,500
71,75,70,78,75,369,369,500
73,71,71,70,70,355,355,500
73,74,70,72,74,363,363,500
72,75,78,78,77,380,380,500
71,74,75,78,70,368,368,500
73,77,73,77,76,376,376,500
78,76,77,75,72,378,378,500
76,78,74,72,73,373,373,500
74,76,73,78,72,373,373,500
70,78,75,70,77,370,370,500
76,75,77,70,77,375,375,500
77,72,78,70,72,369,369,500
71,78,78,73,75,375,375,500
76,75,74,76,72,373,373,500
76,73,72,76,75,372,372,500
77,72,73,72,77,371,371,500
73,78,78,72,73,374,374,500
71,72,77,70,76,366,366,500
71,72,70,78,77,368,368,500
74,77,76,74,77,378,378,500
78,75,76,78,74,381,381,500
72,78,72,74,71,367,367,500
78,72,74,74,78,376,376,500
75,73,70,73,73,364,364,500
78,71,74,73,77,373,373,500
78,75,76,74,76,379,379,500
72,72,70,77,75,366,366,500
77,75,74,74,73,373,373,500
76,73,72,77,73,371,371,500
76,71,72,76,73,368,368,500
73,75,71,77,70,366,366,500
76,73,76,74,75,374,374,500
73,74,75,75,71,368,368,500
76,76,73,72,70,367,367,500
77,72,73,77,77,376,376,500
77,70,70,72,77,366,366,500
71,76,75,76,73,371,371,500
73,72,71,73,73,362,362,500
70,76,76,72,71,365,365,500
76,76,71,70,73,366,366,500
72,78,72,72,77,371,371,500
76,71,76,75,75,373,373,500
71,75,70,76,71,363,363,500
77,76,74,72,75,374,374,500
70,78,72,74,78,372,372,500
78,72,78,70,72,370,370,500
71,70,78,70,74,363,363,500
77,73,74,74,71,369,369,500
70,70,71,70,73,354,354,500
70,76,72,77,78,373,373,500
70,73,72,73,74,362,362,500
72,70,75,76,78,371,371,500
74,77,74,72,78,375,375,500
72,77,75,71,74,369,369,500
77,77,78,74,75,381,381,500
72,77,75,74,70,368,368,500
72,70,77,72,78,369,369,500
71,78,71,71,74,365,365,500
74,75,72,76,78,375,375,500
78,70,78,74,78,378,378,500
75,73,73,73,71,365,365,500
72,73,72,74,71,362,362,500
74,71,73,71,76,365,365,500
71,70,78,74,75,368,368,500
73,78,74,75,76,376,376,500
75,72,73,75,72,367,367,500
71,72,70,76,77,366,366,500
71,71,72,74,70,358,358,500
76,76,77,76,75,380,380,500
75,75,76,78,75,379,379,500
73,73,74,74,78,372,372,500
73,70,70,78,78,369,369,500
75,78,73,74,71,371,371,500
71,74,73,72,70,360,360,500
75,74,76,76,71,372,372,500
71,75,78,71,72,367,367,500
75,78,73,78,70,374,374,500
72,70,72,75,77,366,366,500
70,74,74,78,75,371,371,500
70,77,73,78,76,374,374,500
71,76,76,75,72,370,370,500
78,72,77,75,77,379,379,500
73,74,77,76,72,372,372,500
70,73,74,77,71,365,365,500
74,71,75,72,77,369,369,500
70,74,73,75,75,367,367,500
70,74,77,74,72,367,367,500
72,76,76,75,71,370,370,500
77,78,73,78,70,376,376,500
74,78,71,73,76,372,372,500
73,72,75,73,70,363,363,500
78,71,77,74,76,376,376,500
73,70,71,78,71,363,363,500
72,78,75,72,74,371,371,500
77,70,72,73,70,362,362,500
74,74,78,71,74,371,371,500
73,73,70,78,76,370,370,500
73,73,75,70,70,361,361,500
72,75,77,74,76,374,374,500
75,73,73,72,74,367,367,500
73,73,76,76,75,373,373,500
73,73,75,73,78,372,372,500
70,77,73,74,76,370,370,500
74,72,73,77,72,368,368,500
71,74,74,76,78,373,373,500
74,77,73,70,71,365,365,500
76,77,72,77,73,375,375,500
71,70,71,78,78,368,368,500
70,71,72,74,70,357,357,500
76,75,76,78,70,375,375,500
71,73,77,73,76,370,370,500
78,77,71,70,73,369,369,500
74,77,75,72,73,371,371,500
76,72,73,74,72,367,367,500
78,78,74,75,75,380,380,500
75,78,78,78,75,384,384,500
73,78,73,78,72,374,374,500
70,78,75,74,77,374,374,500
74,72,74,77,71,368,368,500
77,72,71,71,78,369,369,500
78,70,72,76,74,370,370,500
77,72,77,75,71,372,372,500
76,78,70,70,74,368,368,500
70,75,76,75,74,370,370,500
77,74,71,72,72,366,366,500
76,77,73,75,75,376,376,500
77,74,75,75,72,373,373,500
70,71,70,73,75,359,359,500
73,73,77,71,73,367,367,500
73,76,78,71,73,371,371,500
71,78,70,77,77,373,373,500
75,72,73,78,75,373,373,500
71,71,76,70,72,360,360,500
72,74,72,70,74,362,362,500
73,78,75,74,70,370,370,500
78,71,74,77,70,370,370,500
76,76,74,77,71,374,374,500
73,76,70,76,71,366,366,500
74,76,72,75,76,373,373,500
71,73,72,71,74,361,361,500
70,74,72,72,75,363,363,500
73,70,75,75,74,367,367,500
75,74,74,76,72,371,371,500
76,76,78,77,72,379,379,500
73,72,73,75,76,369,369,500
77,74,77,75,78,381,381,500
73,70,72,75,71,361,361,500
72,73,70,73,75,363,363,500
70,78,78,77,77,380,380,500
74,75,70,77,73,369,369,500
78,72,77,73,75,375,375,500
73,70,76,71,71,361,361,500
75,70,72,75,78,370,370,500
75,76,77,77,72,377,377,500
70,77,78,73,75,373,373,500
73,72,73,71,73,362,362,500
71,76,76,76,74,373,373,500
72,70,77,73,75,367,367,500
71,75,72,71,71,360,360,500
77,75,74,76,70,372,372,500
76,70,73,75,78,372,372,500
76,74,71,76,77,374,374,500
75,77,72,71,75,370,370,500
71,75,75,70,70,361,361,500
76,76,70,75,71,368,368,500
73,70,70,72,73,358,358,500
78,73,70,77,71,369,369,500
76,72,76,74,76,374,374,500
72,77,71,74,71,365,365,500
72,74,73,73,76,368,368,500
73,76,70,71,78,368,368,500
70,72,70,72,77,361,361,500
72,71,73,75,74,365,365,500
72,74,71,78,74,369,369,500
76,77,73,75,72,373,373,500
70,77,76,76,71,370,370,500
70,73,73,75,76,367,367,500
71,74,75,75,78,373,373,500
76,74,72,70,77,369,369,500
78,74,72,70,71,365,365,500
71,73,78,73,77,372,372,500
75,71,72,73,72,363,363,500
73,72,77,78,72,372,372,500
77,72,73,76,74,372,372,500
77,72,78,71,74,372,372,500
70,73,71,76,71,361,361,500
77,76,71,78,76,378,378,500
75,73,74,71,73,366,366,500
76,78,77,78,71,380,380,500
70,74,70,75,76,365,365,500
73,70,70,70,78,361,361,500
72,78,75,73,77,375,375,500
70,70,77,77,78,372,372,500
75,78,78,74,75,380,380,500
73,76,70,77,77,373,373,500
78,74,72,74,75,373,373,500
70,76,75,71,75,367,367,500
75,76,74,70,76,371,371,500
72,78,70,74,72,366,366,500
72,73,71,70,76,362,362,500
77,72,73,70,75,367,367,500
77,71,71,72,75,366,366,500
72,75,71,78,70,366,366,500
74,73,75,78,71,371,371,500
71,71,78,75,70,365,365,500
77,72,73,77,75,374,374,500
71,72,73,74,73,363,363,500
73,76,71,78,73,371,371,500
74,75,70,72,74,365,365,500
71,77,73,78,73,372,372,500
74,73,75,78,76,376,376,500
73,77,78,77,70,375,375,500
71,72,76,76,75,370,370,500
71,78,74,77,75,375,375,500
71,78,73,71,71,364,364,500
70,76,72,73,77,368,368,500
71,71,75,74,75,366,366,500
75,76,74,74,72,371,371,500
77,73,72,74,78,374,374,500
76,72,71,73,78,370,370,500
76,75,70,73,70,364,364,500
75,70,70,76,74,365,365,500
71,70,75,76,70,362,362,500
74,75,73,77,73,372,372,500
74,75,75,75,74,373,373,500
70,78,72,77,75,372,372,500
70,75,77,78,70,370,370,500
75,77,74,76,76,378,378,500
75,70,73,74,74,366,366,500
76,78,77,78,74,383,383,500
70,77,71,75,76,369,369,500
75,72,77,78,74,376,376,500
74,70,77,78,76,375,375,500
73,73,75,75,77,373,373,500
78,78,74,70,76,376,376,500
70,71,73,77,78,369,369,500
75,78,77,70,74,374,374,500
72,72,77,73,78,372,372,500
73,76,77,76,74,376,376,500
77,72,70,73,74,366,366,500
72,73,76,73,76,370,370,500
76,76,71,78,71,372,372,500
70,78,76,74,70,368,368,500
72,76,77,71,75,371,371,500
74,74,76,73,78,375,375,500
75,70,71,78,74,368,368,500
76,76,73,77,72,374,374,500
78,75,77,73,71,374,374,500
75,75,75,77,73,375,375,500
78,77,77,73,73,378,378,500
75,75,71,78,78,377,377,500
73,75,78,77,77,380,380,500
72,73,73,77,74,369,369,500
70,75,78,78,71,372,372,500
77,75,76,71,75,374,374,500
73,71,71,74,78,367,367,500
70,76,73,71,70,360,360,500
75,71,70,70,70,356,356,500
71,77,77,74,76,375,375,500
71,76,78,70,74,369,369,500
70,70,76,78,73,367,367,500
76,73,70,73,75,367,367,500
78,74,78,73,73,376,376,500
75,75,71,71,72,364,364,500
78,71,76,78,72,375,375,500
76,76,75,73,73,373,373,500
72,74,76,71,74,367,367,500
72,75,77,70,76,370,370,500
77,76,70,75,75,373,373,500
74,70,78,73,77,372,372,500
76,74,71,70,73,364,364,500
73,73,74,73,73,366,366,500
76,74,73,77,78,378,378,500
70,77,72,73,71,363,363,500
73,77,76,70,78,374,374,500
77,73,74,70,75,369,369,500
76,78,72,76,78,380,380,500
78,77,73,72,70,370,370,500
74,78,70,72,78,372,372,500
72,73,78,70,76,369,369,500
76,75,71,73,78,373,373,500
72,73,77,74,76,372,372,500
78,75,73,76,75,377,377,500
75,78,75,71,73,372,372,500
74,78,73,71,75,371,371,500
77,72,73,71,71,364,364,500
70,72,78,76,75,371,371,500
77,76,76,74,70,373,373,500
78,77,71,74,74,374,374,500
70,72,74,74,71,361,361,500
74,75,73,76,74,372,372,500
76,74,78,71,76,375,375,500
70,73,72,75,75,365,365,500
71,72,71,78,71,363,363,500
71,78,77,74,74,374,374,500
71,77,70,78,71,367,367,500
78,73,76,70,77,374,374,500
70,78,74,74,73,369,369,500
74,76,77,70,74,371,371,500
72,73,78,78,71,372,372,500
70,71,75,74,74,364,364,500
72,72,78,74,75,371,371,500
73,75,78,77,72,375,375,500
73,73,77,76,78,377,377,500
78,73,78,77,71,377,377,500
71,70,77,75,71,364,364,500
71,72,74,75,70,362,362,500
76,78,76,78,76,384,384,500
75,71,76,78,71,371,371,500
78,77,74,73,72,374,374,500
74,78,77,71,75,375,375,500
75,72,71,74,76,368,368,500
77,72,74,76,72,371,371,500
72,75,72,71,72,362,362,500
74,74,76,73,76,373,373,500
73,72,77,75,78,375,375,500
73,72,77,74,74,370,370,500
72,72,78,72,77,371,371,500
78,74,70,71,72,365,365,500
77,77,78,75,76,383,383,500
76,70,71,73,78,368,368,500
78,78,77,71,78,382,382,500
72,70,71,76,76,365,365,500
77,70,74,72,76,369,369,500
76,70,72,75,70,363,363,500
74,73,70,73,70,360,360,500
70,75,77,73,74,369,369,500
76,70,78,75,71,370,370,500
73,74,72,73,70,362,362,500
77,77,73,74,78,379,379,500
73,72,78,73,77,373,373,500
73,76,70,78,76,373,373,500
74,73,73,78,71,369,369,500
73,75,77,77,72,374,374,500
71,76,74,75,73,369,369,500
71,73,70,71,78,363,363,500
71,77,72,77,70,367,367,500
72,77,71,78,71,369,369,500
73,77,75,71,73,369,369,500
78,76,76,75,71,376,376,500
70,70,72,75,74,361,361,500
76,76,76,73,74,375,375,500
71,78,73,74,76,372,372,500
74,72,73,76,76,371,371,500
78,76,73,76,74,377,377,500
71,71,78,78,77,375,375,500
75,77,76,70,74,372,372,500
75,71,72,77,78,373,373,500
70,72,70,75,78,365,365,500
78,74,75,70,74,371,371,500
72,75,73,76,70,366,366,500
72,74,72,72,77,367,367,500
74,75,78,76,72,375,375,500
75,77,77,75,72,376,376,500
77,76,75,74,77,379,379,500
75,77,72,72,71,367,367,500
76,74,76,78,77,381,381,500
76,71,73,71,71,362,362,500
71,76,78,78,71,374,374,500
70,77,77,74,78,376,376,500
77,78,74,73,77,379,379,500
71,77,70,74,73,365,365,500
74,75,75,72,71,367,367,500
72,75,74,75,74,370,370,500
76,72,75,77,72,372,372,500
77,78,72,73,76,376,376,500
77,75,71,76,73,372,372,500
75,70,76,76,74,371,371,500
76,73,72,76,77,374,374,500
73,78,71,72,72,366,366,500
71,71,75,73,74,364,364,500
75,70,74,70,70,359,359,500
78,74,73,72,78,375,375,500
70,71,72,78,70,361,361,500
73,77,70,72,77,369,369,500
73,74,73,74,72,366,366,500
78,73,75,78,77,381,381,500
72,76,74,72,70,364,364,500
71,74,74,70,70,359,359,500
75,74,76,71,73,369,369,500
70,73,73,71,78,365,365,500
76,73,77,71,72,369,369,500
75,72,77,75,74,373,373,500
75,71,72,71,78,367,367,500
72,72,73,75,77,369,369,500
76,70,77,75,72,370,370,500
71,75,73,73,75,367,367,500
78,74,70,75,70,367,367,500
72,73,76,70,73,364,364,500
71,76,77,72,70,366,366,500
74,70,70,77,75,366,366,500
77,73,73,76,70,369,369,500
75,75,70,77,71,368,368,500
74,75,75,76,71,371,371,500
76,76,73,71,74,370,370,500
70,70,74,73,76,363,363,500
74,73,77,70,70,364,364,500
78,75,74,72,72,371,371,500
75,74,78,77,74,378,378,500
74,73,70,78,76,371,371,500
77,75,70,73,78,373,373,500
71,71,70,70,77,359,359,500
76,73,76,74,76,375,375,500
72,76,70,73,76,367,367,500
76,71,71,76,72,366,366,500
72,75,72,73,71,363,363,500
72,73,77,77,71,370,370,500
73,71,72,78,70,364,364,500
78,75,70,75,71,369,369,500
78,74,76,75,72,375,375,500
70,78,70,77,76,371,371,500
74,73,70,75,75,367,367,500
71,74,76,75,72,368,368,500
78,75,75,74,76,378,378,500
70,75,78,72,77,372,372,500
74,75,77,78,74,378,378,500
70,77,70,70,72,359,359,500
73,73,76,73,72,367,367,500
76,74,71,78,71,370,370,500
74,75,77,72,78,376,376,500
77,74,72,73,77,373,373,500
77,72,78,71,76,374,374,500
78,77,73,77,71,376,376,500
71,77,75,71,71,365,365,500
70,77,77,78,74,376,376,500
72,73,73,73,70,361,361,500
71,78,71,73,75,368,368,500
73,70,70,75,70,358,358,500
75,70,70,76,72,363,363,500
76,77,75,77,72,377,377,500
73,76,76,74,78,377,377,500
75,74,72,76,72,369,369,500
77,78,76,72,73,376,376,500
78,78,71,78,76,381,381,500
78,78,76,76,74,382,382,500
73,75,78,78,74,378,378,500
72,75,76,70,75,368,368,500
77,73,71,77,76,374,374,500
73,74,72,70,73,362,362,500
71,76,74,72,72,365,365,500
70,78,76,73,75,372,372,500
78,77,72,78,78,383,383,500
75,77,77,72,77,378,378,500
73,77,73,71,71,365,365,500
78,75,75,76,77,381,381,500
76,74,72,74,71,367,367,500
76,76,70,76,70,368,368,500
73,78,77,78,75,381,381,500
78,72,70,70,73,363,363,500
70,78,74,78,78,378,378,500
71,74,74,76,78,373,373,500
73,73,76,72,73,367,367,500
77,70,74,77,76,374,374,500
76,73,71,72,70,362,362,500
73,74,71,72,73,363,363,500
78,74,76,73,70,371,371,500
73,73,74,78,74,372,372,500
71,70,71,73,76,361,361,500
73,71,72,77,71,364,364,500
71,71,78,76,70,366,366,500
71,76,73,78,78,376,376,500
75,71,74,74,76,370,370,500
77,71,72,75,74,369,369,500
71,70,75,78,74,368,368,500
77,73,77,77,75,379,379,500
70,72,73,77,78,370,370,500
75,74,70,78,77,374,374,500
76,77,75,75,75,378,378,500
70,75,78,76,77,376,376,500
72,78,70,77,72,369,369,500
74,78,77,74,77,380,380,500
78,71,73,74,75,371,371,500
78,77,71,71,76,373,373,500
74,70,74,73,78,369,369,500
70,71,75,78,76,370,370,500
75,76,72,78,73,374,374,500
75,75,70,73,74,367,367,500
70,71,71,76,78,366,366,500
71,74,77,71,78,371,371,500
73,75,77,78,70,373,373,500
71,74,71,76,78,370,370,500
78,73,75,70,72,368,368,500
78,75,73,78,74,378,378,500
75,78,74,78,78,383,383,500
78,78,77,72,70,375,375,500
75,78,75,74,71,373,373,500
78,71,71,76,72,368,368,500
77,70,73,74,78,372,372,500
78,77,75,74,76,380,380,500
72,76,75,73,77,373,373,500
73,75,75,74,76,373,373,500
74,72,75,72,72,365,365,500
71,70,74,76,73,364,364,500
75,78,75,75,76,379,379,500
74,74,74,70,71,363,363,500
76,73,76,77,77,379,379,500
78,76,78,71,76,379,379,500
72,74,75,75,71,367,367,500
75,72,74,74,70,365,365,500
73,78,73,77,74,375,375,500
72,75,74,78,77,376,376,500
72,76,70,70,75,363,363,500
71,75,71,78,77,372,372,500
78,73,78,77,71,377,377,500
75,71,70,72,72,360,360,500
74,75,73,75,77,374,374,500
72,76,72,76,73,369,369,500
75,73,78,75,71,372,372,500
72,74,75,74,77,372,372,500
74,75,76,70,73,368,368,500
70,72,74,78,75,369,369,500
74,70,78,72,72,366,366,500
76,75,76,78,71,376,376,500
72,75,70,71,73,361,361,500
70,72,72,73,74,361,361,500
75,75,78,77,78,383,383,500
71,71,78,72,76,368,368,500
75,76,73,74,76,374,374,500
72,72,76,78,70,368,368,500
76,70,71,72,75,364,364,500
72,74,70,74,76,366,366,500
74,75,78,72,76,375,375,500
76,77,74,70,72,369,369,500
70,74,75,77,71,367,367,500
74,71,76,70,75,366,366,500
77,75,73,78,78,381,381,500
70,72,70,73,70,355,355,500
75,78,76,78,74,381,381,500
72,71,72,70,74,359,359,500
75,76,72,76,74,373,373,500
73,71,71,74,75,364,364,500
72,74,77,73,76,372,372,500
75,77,74,75,74,375,375,500
76,70,76,78,76,376,376,500
77,75,73,74,77,376,376,500
72,75,72,70,71,360,360,500
71,75,70,76,76,368,368,500
74,78,78,70,75,375,375,500
72,74,75,75,70,366,366,500
73,76,75,72,78,374,374,500
70,75,70,76,74,365,365,500
75,76,72,73,73,369,369,500
76,70,74,78,75,373,373,500
77,77,72,78,76,380,380,500
74,73,72,71,74,364,364,500
77,75,77,75,74,378,378,500
71,75,75,71,76,368,368,500
73,75,75,77,72,372,372,500
77,77,71,72,72,369,369,500
73,71,78,77,74,373,373,500
73,76,70,76,78,373,373,500
70,71,75,78,73,367,367,500
72,70,72,70,77,361,361,500
71,70,73,72,75,361,361,500
72,73,77,77,73,372,372,500
75,70,76,75,74,370,370,500
73,70,72,72,73,360,360,500
74,76,72,74,74,370,370,500
77,74,73,74,74,372,372,500
75,72,70,75,74,366,366,500
70,73,77,78,77,375,375,500
74,73,73,73,72,365,365,500
72,74,76,74,78,374,374,500
73,72,78,76,72,371,371,500
70,78,73,73,71,365,365,500
77,76,76,78,73,380,380,500
78,72,71,76,72,369,369,500
71,74,76,71,74,366,366,500
76,78,76,76,71,377,377,500
73,76,72,72,76,369,369,500
73,78,71,77,75,374,374,500
70,77,70,77,71,365,365,500
77,74,78,73,76,378,378,500
72,70,77,74,73,366,366,500
76,77,75,77,75,380,380,500
78,72,71,74,78,373,373,500
77,72,71,78,71,369,369,500
70,70,78,76,71,365,365,500
73,71,73,73,74,364,364,500
78,74,78,75,71,376,376,500
71,70,70,72,75,358,358,500
76,77,73,73,71,370,370,500
70,72,78,72,75,367,367,500
73,71,70,77,72,363,363,500
71,74,73,71,78,367,367,500
78,77,71,74,78,378,378,500
75,75,75,72,74,371,371,500
71,76,74,72,77,370,370,500
76,72,76,73,77,374,374,500
73,72,73,75,74,367,367,500
70,73,74,72,74,363,363,500
73,73,75,75,74,370,370,500
73,70,76,77,78,374,374,500
74,75,72,75,72,368,368,500
74,70,78,73,71,366,366,500
70,74,72,77,72,365,365,500
72,73,76,71,75,367,367,500
73,78,72,75,71,369,369,500
71,76,75,75,74,371,371,500
76,76,77,72,75,376,376,500
74,71,78,75,77,375,375,500
71,78,71,75,75,370,370,500
76,76,78,76,76,382,382,500
71,73,73,75,74,366,366,500
70,71,77,73,77,368,368,500
74,70,72,71,70,357,357,500
78,77,72,76,76,379,379,500
77,70,74,73,73,367,367,500
71,74,75,74,77,371,371,500
75,72,75,73,72,367,367,500
74,72,75,75,73,369,369,500
73,72,72,72,71,360,360,500
72,74,72,77,70,365,365,500
75,77,70,78,73,373,373,500
71,76,71,72,71,361,361,500
76,71,77,78,72,374,374,500
71,77,73,73,77,371,371,500
74,71,77,72,71,365,365,500
72,76,77,72,74,371,371,500
72,71,72,76,75,366,366,500
78,70,74,77,75,374,374,500
78,77,74,73,72,374,374,500
71,74,77,75,78,375,375,500
72,72,72,78,78,372,372,500
70,78,75,75,76,374,374,500
73,77,73,75,72,370,370,500
77,73,77,72,78,377,377,500
76,77,75,76,71,375,375,500
71,72,76,77,71,367,367,500
72,72,73,75,70,362,362,500
70,77,73,74,71,365,365,500
71,72,74,70,71,358,358,500
71,76,75,73,78,373,373,500
71,73,73,77,76,370,370,500
73,70,78,70,70,361,361,500
75,77,75,74,73,374,374,500
74,72,74,76,75,371,371,500
74,77,78,72,71,372,372,500
76,74,73,76,71,370,370,500
71,75,76,78,75,375,375,500
71,74,71,76,76,368,368,500
74,74,76,71,77,372,372,500
77,73,71,72,71,364,364,500
76,76,78,78,73,381,381,500
76,78,77,71,73,375,375,500
76,70,72,77,73,368,368,500
72,70,75,76,70,363,363,500
78,78,72,72,74,374,374,500
77,77,70,76,74,374,374,500
78,78,76,70,72,374,374,500
72,78,72,78,71,371,371,500
78,76,73,70,70,367,367,500
70,78,74,77,71,370,370,500
76,73,78,71,78,376,376,500
75,74,76,73,70,368,368,500
78,70,76,70,75,369,369,500
71,73,78,72,75,369,369,500
73,71,73,78,76,371,371,500
74,78,72,72,74,370,370,500
76,76,70,76,74,372,372,500
70,74,75,70,77,366,366,500
73,71,73,76,77,370,370,500
77,74,72,75,72,370,370,500
73,75,70,72,72,362,362,500
73,72,78,71,71,365,365,500
73,77,76,76,73,375,375,500
72,73,75,73,70,363,363,500
70,76,70,75,76,367,367,500
71,75,77,74,78,375,375,500
71,70,74,70,75,360,360,500
70,75,72,76,72,365,365,500
76,75,76,71,77,375,375,500
76,76,78,71,71,372,372,500
77,71,78,76,73,375,375,500
73,74,74,76,78,375,375,500
72,76,73,75,70,366,366,500
71,71,70,76,75,363,363,500
77,74,70,72,76,369,369,500
78,73,74,72,71,368,368,500
73,76,72,77,74,372,372,500
76,77,70,71,77,371,371,500
77,78,73,74,73,375,375,500
73,73,71,76,76,369,369,500
75,77,70,78,71,371,371,500
76,70,77,74,75,372,372,500
77,74,74,76,74,375,375,500
71,75,78,74,78,376,376,500
70,78,76,70,73,367,367,500
76,72,75,74,70,367,367,500
73,73,70,74,73,363,363,500
76,72,70,78,75,371,371,500
76,75,77,74,77,379,379,500
77,74,72,77,76,376,376,500
73,73,74,74,74,368,368,500
77,71,72,73,70,363,363,500
70,78,78,76,74,376,376,500
70,71,77,74,70,362,362,500
72,77,71,75,77,372,372,500
74,78,74,72,73,371,371,500
74,73,71,70,77,365,365,500
71,76,76,77,71,371,371,500
78,70,72,77,72,369,369,500
71,76,74,73,74,368,368,500
75,72,70,71,74,362,362,500
71,76,77,77,77,378,378,500
70,77,73,78,70,368,368,500
78,75,75,75,75,378,378,500
72,75,78,75,76,376,376,500
70,78,72,78,70,368,368,500
76,78,70,71,78,373,373,500
77,76,75,72,77,377,377,500
73,76,72,76,75,372,372,500
77,77,76,77,72,379,379,500
77,72,72,77,72,370,370,500
75,78,70,72,71,366,366,500
70,70,70,71,74,355,355,500
75,70,72,74,73,364,364,500
78,71,74,76,73,372,372,500
73,75,76,73,77,374,374,500
72,74,76,71,78,371,371,500
73,75,76,71,77,372,372,500
73,74,74,78,74,373,373,500
71,71,77,75,72,366,366,500
72,77,75,78,78,380,380,500
71,73,74,72,74,364,364,500
75,77,70,73,78,373,373,500
73,75,74,77,72,371,371,500
71,72,75,74,73,365,365,500
78,71,72,75,71,367,367,500
76,77,71,77,77,378,378,500
77,77,71,70,71,366,366,500
72,70,78,72,71,363,363,500
73,70,74,73,70,360,360,500
70,78,70,73,75,366,366,500
74,78,70,72,78,372,372,500
74,72,73,72,74,365,365,500
76,74,75,73,70,368,368,500
70,77,70,71,75,363,363,500
78,71,77,75,74,375,375,500
71,70,73,77,73,364,364,500
78,76,77,70,70,371,371,500
73,70,76,75,70,364,364,500
73,73,72,75,70,363,363,500
74,71,73,70,77,365,365,500
74,76,76,75,77,378,378,500
72,76,74,77,70,369,369,500
78,76,72,71,78,375,375,500
76,74,77,72,71,370,370,500
70,73,76,70,72,361,361,500
77,70,74,76,72,369,369,500
78,74,75,75,76,378,378,500
73,75,75,75,75,373,373,500
73,71,77,70,76,367,367,500
70,70,72,74,76,362,362,500
78,77,71,70,74,370,370,500
75,72,70,70,78,365,365,500
74,71,72,70,78,365,365,500
74,73,70,78,70,365,365,500
70,72,78,73,72,365,365,500
71,76,74,71,77,369,369,500
76,76,72,77,73,374,374,500
71,77,74,76,71,369,369,500
73,72,75,73,72,365,365,500
78,74,73,77,74,376,376,500
76,78,76,75,70,375,375,500
72,78,77,71,74,372,372,500
72,77,77,76,71,373,373,500
71,73,72,74,77,367,367,500
74,74,72,74,71,365,365,500
76,75,74,72,72,369,369,500
71,78,76,76,70,371,371,500
77,74,70,74,77,372,372,500
73,70,73,73,75,364,364,500
70,72,70,71,73,356,356,500
74,77,78,70,78,377,377,500
77,76,77,71,71,372,372,500
77,76,72,75,77,377,377,500
71,70,77,75,71,364,364,500
77,75,75,72,70,369,369,500
78,72,74,78,72,374,374,500
